You can charge but you must lay out what are the charges for? For what purpose? We pay for the flight ticket airport tax and passenger handling fee in return for the services. But what is departure fee?  How do we patrons benefit?,neutral
NA,neutral
NA,neutral
NA,neutral
NA,neutral
NA,neutral
NA,neutral
NA,neutral
NA,neutral
NA,neutral
NA,neutral
NA,neutral
NA,neutral
NA,neutral
NA,neutral
NA,neutral
NA,neutral
NA,neutral
NA,neutral
NA,neutral
NA,neutral
NA,neutral
NA,neutral
NA,neutral
NA,neutral
NA,neutral
NA,neutral
NA,neutral
NA,neutral
NA,neutral
NA,neutral
NA,neutral
NA,neutral
NA,neutral
NA,neutral
